address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_abs,sold_vs_ask_pct,price_changes,sqft,beds,baths,lot_sqft,year_built,garage,solar,ac_type,property_type,county,municipality,prop_class,nu_code,conflicts,_sources,_fetched
43 THORNBURY AVE.,07452,Glen Rock,,2024-10-04,,,970000,,,,,,,9749,1948,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
127 BELVIDERE ROAD,07452,Glen Rock,,2024-10-07,,,1210000,,,,,,,8394,1950,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
274 CORNWALL RD.,07452,Glen Rock,,2024-10-07,,,725000,,,,,,,13573,1954,1,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
145 FAIRMOUNT AVE,07452,Glen Rock,,2024-10-11,,,1660000,,,,,,,10441,1954,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
250 GRAMERCY PL.,07452,Glen Rock,,2024-10-11,,,885000,,,,,,,6830,1920,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
9 CUMBERLAND RD.,07452,Glen Rock,,2024-10-12,,,1225000,,,,,,,10498,1925,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
469 ACKERMAN AVE.,07452,Glen Rock,,2024-10-17,,,640000,,,,,,,14902,1930,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
25 DEAN ST.,07452,Glen Rock,,2024-10-18,,,850000,,,,,,,11252,1949,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
115 WINSLOW TERR.,07452,Glen Rock,,2024-10-22,,,1385000,,,,,,,13626,1953,1,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
783 LINCOLN AVE.,07452,Glen Rock,,2024-10-28,,,935000,,,,,,,12149,1903,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
147 FOREST RD.,07452,Glen Rock,,2024-10-31,,,850000,,,,,,,6199,1942,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
29 HILLVIEW TERR.,07452,Glen Rock,,2024-11-04,,,1020000,,,,,,,10080,1932,,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
526 ACKERMAN AVE.,07452,Glen Rock,,2024-11-05,,,743000,,,,,,,12702,1957,2,,,Residential,BERGEN,GLEN ROCK BORO,2,,,nj_records,2026-07-11
15 SPRINGHILL RD,07869,Randolph,,2023-07-05,,,805000,,,,,,,25178,1975,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
10 ASH LN,07869,Randolph,,2023-07-06,,,722000,,,,,,,23087,1975,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
12 ARROWGATE DR,07869,Randolph,,2023-07-07,,,511000,,,,,,,,2000,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
39 MISTY MOUNTAIN RD,07869,Randolph,,2023-07-07,,,801000,,,,,,,20909,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 GRIMAL CT,07869,Randolph,,2023-07-07,,,625000,,,,,,,20473,1978,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
7 CHERRY LN,07869,Randolph,,2023-07-07,,,280000,,,,,,,18295,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
70 BEAVER DAM RD,07869,Randolph,,2023-07-09,,,725000,,,,,,,25613,1975,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
22 LONGVIEW AVE,07869,Randolph,,2023-07-12,,,455000,,,,,,,22303,1947,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
72 HIGH AVE,07869,Randolph,,2023-07-13,,,550000,,,,,,,12502,1954,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
48 BEECH RD,07869,Randolph,,2023-07-14,,,560000,,,,,,,20517,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
17 FORREST RD,07869,Randolph,,2023-07-18,,,835000,,,,,,,25265,1971,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
27 ASH LN,07869,Randolph,,2023-07-18,,,616000,,,,,,,20909,1977,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
20 CALAIS RD,07869,Randolph,,2023-07-20,,,1150000,,,,,,,143748,1987,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
11 WINCHESTER TER,07869,Randolph,,2023-07-24,,,940000,,,,,,,45738,1991,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 SURREY LN,07869,Randolph,,2023-07-24,,,760000,,,,,,,45302,1976,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 MARINER DR,07869,Randolph,,2023-07-25,,,775000,,,,,,,27486,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
33 ALBERT CT,07869,Randolph,,2023-07-26,,,739000,,,,,,,,2017,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
47 BEECH RD,07869,Randolph,,2023-07-26,,,715000,,,,,,,30928,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
22 OLD SHUNPIKE RD,07869,Randolph,,2023-07-27,,,1100000,,,,,,,25265,2000,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 PHYLLIS PL,07869,Randolph,,2023-07-27,,,751111,,,,,,,14985,1958,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
91 MORRIS TPKE,07869,Randolph,,2023-07-27,,,440000,,,,,,,17990,1940,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
59 QUAIL RUN,07869,Randolph,,2023-07-31,,,1025000,,,,,,,48264,2002,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
15 ASH LN,07869,Randolph,,2023-08-02,,,795000,,,,,,,16901,1974,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
28A BENNETT AVE,07869,Randolph,,2023-08-02,,,140000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
28G BENNETT AVE,07869,Randolph,,2023-08-02,,,140000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
11 APPIO DR,07869,Randolph,,2023-08-03,,,530000,,,,,,,34412,1966,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
32 DOGWOOD TRL,07869,Randolph,,2023-08-03,,,727400,,,,,,,22477,1970,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 PLEASANT HILL RD,07869,Randolph,,2023-08-03,,,469000,,,,,,,27878,1930,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
137 RESERVOIR AVE,07869,Randolph,,2023-08-04,,,600000,,,,,,,15115,1930,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
324 ROUTE 10,07869,Randolph,,2023-08-07,,,421500,,,,,,,34456,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 OVERBROOK RD,07869,Randolph,,2023-08-07,,,783500,,,,,,,25003,1970,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
124 WOODMONT DR,07869,Randolph,,2023-08-08,,,565000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 MORGAN CT,07869,Randolph,,2023-08-08,,,910000,,,,,,,15028,2000,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 CORWIN ST,07869,Randolph,,2023-08-10,,,250000,,,,,,,14418,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
176A PARK AVE,07869,Randolph,,2023-08-11,,,465000,,,,,,,15594,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
50 ALBERT CT,07869,Randolph,,2023-08-11,,,689900,,,,,,,,2017,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
105 BOULDER RIDGE DR,07869,Randolph,,2023-08-14,,,381000,,,,,,,,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
132 MILLBROOK AVE,07869,Randolph,,2023-08-14,,,365000,,,,,,,41818,1910,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
190 PARK AVE,07869,Randolph,,2023-08-14,,,400000,,,,,,,13068,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
15 LAUREL HILL DR,07869,Randolph,,2023-08-17,,,965000,,,,,,,43560,1981,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
27 COMBS HOLLOW RD,07869,Randolph,,2023-08-17,,,680000,,,,,,,44867,1760,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
37 WINDSOR AVE,07869,Randolph,,2023-08-21,,,512000,,,,,,,14985,1956,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
256 CENTER GROVE RD,07869,Randolph,,2023-08-22,,,580000,,,,,,,113256,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
916 WENDOVER CT,07869,Randolph,,2023-08-23,,,460000,,,,,,,,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
140 DOVER-CHESTER RD,07869,Randolph,,2023-08-24,,,480000,,,,,,,16117,1946,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 VILLAGE CT,07869,Randolph,,2023-08-25,,,760000,,,,,,,18295,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
50 HIGH AVE/49 DAVIS AVE,07869,Randolph,,2023-08-28,,,587000,,,,,,,37505,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
44 LAKE DR,07869,Randolph,,2023-08-29,,,550000,,,,,,,14201,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
819 WENDOVER CT,07869,Randolph,,2023-08-29,,,370000,,,,,,,,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
29 MOREY LN,07869,Randolph,,2023-08-30,,,1155000,,,,,,,32670,1988,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1346 SUSSEX TPKE,07869,Randolph,,2023-08-31,,,430000,,,,,,,15246,1800,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30 PARK AVE,07869,Randolph,,2023-08-31,,,420000,,,,,,,44867,1940,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
95 MEADOW BROOK RD,07869,Randolph,,2023-09-05,,,900000,,,,,,,25265,1973,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
2 MT FREEDOM RD,07869,Randolph,,2023-09-06,,,775000,,,,,,,24394,2000,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
15 BURNETT BROOK DR,07869,Randolph,,2023-09-07,,,950000,,,,,,,44867,1988,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
33 DOGWOOD TRL,07869,Randolph,,2023-09-07,,,760000,,,,,,,22477,1970,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
11 DOLLY BRIDGE RD,07869,Randolph,,2023-09-09,,,1300000,,,,,,,80150,2004,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26B BENNETT AVE,07869,Randolph,,2023-09-12,,,110000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
28B BENNETT AVE,07869,Randolph,,2023-09-12,,,135000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
28C BENNETT AVE,07869,Randolph,,2023-09-12,,,170000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
28D BENNETT AVE,07869,Randolph,,2023-09-12,,,170000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
28H BENNETT AVE,07869,Randolph,,2023-09-12,,,190000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 COLONIAL CT,07869,Randolph,,2023-09-13,,,800000,,,,,,,28750,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 TROWBRIDGE DR,07869,Randolph,,2023-09-13,,,920000,,,,,,,25003,1979,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
60 QUAIL RUN,07869,Randolph,,2023-09-15,,,1195000,,,,,,,35981,2003,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
46 KENSINGTON DR,07869,Randolph,,2023-09-18,,,446000,,,,,,,,1995,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
54 CARRELL RD,07869,Randolph,,2023-09-18,,,749000,,,,,,,29185,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
149 PARK AVE,07869,Randolph,,2023-09-20,,,535000,,,,,,,19602,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
72 FERNIA DR,07869,Randolph,,2023-09-20,,,590000,,,,,,,16509,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1 TAMARI CT,07869,Randolph,,2023-09-21,,,950000,,,,,,,54450,1998,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
39 LONGVIEW AVE,07869,Randolph,,2023-09-22,,,735000,,,,,,,19776,1996,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
16 WINCHESTER TER,07869,Randolph,,2023-09-25,,,1385000,,,,,,,50094,1990,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26 PHYLLIS PL,07869,Randolph,,2023-09-26,,,660000,,,,,,,25265,1980,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26A BENNETT AVE,07869,Randolph,,2023-09-26,,,110000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
26C BENNETT AVE,07869,Randolph,,2023-09-26,,,90000,,,,,,,,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
52 WARREN RD,07869,Randolph,,2023-09-27,,,565000,,,,,,,14810,1962,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
107 HIGH ST,07869,Randolph,,2023-09-28,,,310000,,,,,,,16945,1954,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 RADTKE RD,07869,Randolph,,2023-09-28,,,445000,,,,,,,71438,1973,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
35 CROMWELL DR,07869,Randolph,,2023-10-03,,,850000,,,,,,,59677,1987,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
22 ALDEBARAN DR,07869,Randolph,,2023-10-05,,,944500,,,,,,,44867,1987,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
9 OLD COACH RD,07869,Randolph,,2023-10-06,,,800000,,,,,,,25265,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1 NEBEN PL,07869,Randolph,,2023-10-07,,,726000,,,,,,,46609,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 MT FREEDOM RD,07869,Randolph,,2023-10-10,,,945000,,,,,,,58806,1988,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
17 CEDAR RIDGE LN,07869,Randolph,,2023-10-10,,,600000,,,,,,,17860,1967,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
102 EVERDALE RD,07869,Randolph,,2023-10-11,,,699000,,,,,,,74052,1942,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
45 LAKE DR,07869,Randolph,,2023-10-11,,,550000,,,,,,,14767,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 CLOVER LN,07869,Randolph,,2023-10-12,,,650000,,,,,,,17511,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 EVERGREEN LN,07869,Randolph,,2023-10-16,,,720000,,,,,,,15028,1969,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
152 MUNSON ST,07869,Randolph,,2023-10-17,,,923000,,,,,,,65776,2020,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
16 OAK LN,07869,Randolph,,2023-10-19,,,690180,,,,,,,46609,1955,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 MAIN ST,07869,Randolph,,2023-10-19,,,555000,,,,,,,21998,1963,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
63 MOUNTAINSIDE DR,07869,Randolph,,2023-10-19,,,429900,,,,,,,46174,1976,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 CANTERBURY CT,07869,Randolph,,2023-10-21,,,1080000,,,,,,,50530,1997,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 KINGS RIDGE RD,07869,Randolph,,2023-10-24,,,975000,,,,,,,71003,1995,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
12 BERRY LN,07869,Randolph,,2023-10-26,,,680000,,,,,,,19602,1976,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 KNOLLWOOD TER,07869,Randolph,,2023-10-26,,,950000,,,,,,,47480,1990,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
54 ALBERT CT,07869,Randolph,,2023-10-26,,,650000,,,,,,,,2017,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
2 DOBY RD,07869,Randolph,,2023-10-27,,,820000,,,,,,,65340,1950,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 ROBIN DR,07869,Randolph,,2023-10-27,,,750000,,,,,,,25265,1971,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 ROBERTS RD,07869,Randolph,,2023-10-30,,,999999,,,,,,,30056,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
5 BAYBERRY LN,07869,Randolph,,2023-11-03,,,770000,,,,,,,28750,1978,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
13 LAWRENCE RD,07869,Randolph,,2023-11-06,,,735000,,,,,,,75794,1967,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
7 WOODED HILL LN,07869,Randolph,,2023-11-07,,,843500,,,,,,,30928,1977,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 ARROWGATE DR,07869,Randolph,,2023-11-08,,,452000,,,,,,,,2000,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 FORREST RD,07869,Randolph,,2023-11-08,,,805000,,,,,,,25700,1967,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
1453 SUSSEX TPKE,07869,Randolph,,2023-11-09,,,300000,,,,,,,60984,1865,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
10 ALEXANDER DR,07869,Randolph,,2023-11-10,,,720000,,,,,,,33977,1977,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
66 RADTKE RD,07869,Randolph,,2023-11-10,,,273250,,,,,,,25700,1966,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
11 RIPPLEWOOD DR,07869,Randolph,,2023-11-15,,,1220000,,,,,,,43560,1979,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
904 WENDOVER CT,07869,Randolph,,2023-11-15,,,370500,,,,,,,,2001,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
43 BUCKINGHAM CT,07869,Randolph,,2023-11-27,,,515000,,,,904,,,,1995,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
17 RIDGEWOOD DR,07869,Randolph,,2023-11-29,,,450000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
15 OLDE YORK RD,07869,Randolph,,2023-11-30,,,950000,,,,,,,45564,1993,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
15 RADTKE RD,07869,Randolph,,2023-12-01,,,675000,,,,,,,27443,1961,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
10 STONEHILL RD,07869,Randolph,,2023-12-05,,,402000,,,,,,,14810,1957,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
20 BONNELL LN,07869,Randolph,,2023-12-08,,,800000,,,,,,,18731,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
48 WILKESHIRE BLVD,07869,Randolph,,2023-12-08,,,935000,,,,,,,44867,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
13 MOUNTAINSIDE DR,07869,Randolph,,2023-12-12,,,996000,,,,,,,48787,2023,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
20 INDIAN TRAIL RD,07869,Randolph,,2023-12-12,,,900000,,,,,,,30056,1982,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
77 OLD BROOKSIDE RD,07869,Randolph,,2023-12-12,,,799000,,,,,,,36503,1975,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 YORKSHIRE DR,07869,Randolph,,2023-12-13,,,960000,,,,,,,44997,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
22 TREATY RD,07869,Randolph,,2023-12-15,,,625000,,,,,,,22477,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
40 BEECH RD,07869,Randolph,,2023-12-15,,,650000,,,,,,,20517,1969,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
4 KIRKBRIDE DR,07869,Randolph,,2023-12-18,,,170000,,,,,,,62726,1992,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
6 STARLING RD,07869,Randolph,,2023-12-18,,,855000,,,,,,,25265,1972,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
8 MAHOGANY WAY,07869,Randolph,,2023-12-18,,,570000,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
12 POWDER HORN TER,07869,Randolph,,2023-12-19,,,658000,,,,,,,69260,1977,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
324 DOVER-CHESTER RD,07869,Randolph,,2023-12-19,,,689000,,,,,,,89734,1969,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
39 SPRUCE TREE LN,07869,Randolph,,2023-12-19,,,123476,,,,,,,,1994,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
45 GRIST MILL RD,07869,Randolph,,2023-12-19,,,660000,,,,,,,110207,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
104 SHADY LN,07869,Randolph,,2023-12-22,,,663000,,,,,,,16509,1962,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
154C PARK AVE,07869,Randolph,,2023-12-29,,,625000,,,,,,,28314,1930,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
194 MORRIS TPKE,07869,Randolph,,2024-01-02,,,716000,,,,,,,24394,1965,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
76 QUAKER AVE,07869,Randolph,,2024-01-03,,,550000,,,,,,,17860,1907,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
12 FIELDSTONE CT,07869,Randolph,,2024-01-04,,,830000,,,,,,,46609,1971,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
261 CENTER GROVE RD,07869,Randolph,,2024-01-06,,,400000,,,,,,,44867,1877,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
100 ALBERT CT,07869,Randolph,,2024-01-09,,,625000,,,,,,,,2017,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 DRUM HILL LN,07869,Randolph,,2024-01-09,,,905000,,,,,,,41382,1972,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
50 SUNRISE TER,07869,Randolph,,2024-01-12,,,520000,,,,,,,19602,1962,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
35 OLDE YORK RD,07869,Randolph,,2024-01-16,,,822000,,,,,,,44867,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
10 TIMBER LN,07869,Randolph,,2024-01-17,,,799900,,,,,,,33628,1969,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
31 MISTY MOUNTAIN RD,07869,Randolph,,2024-01-19,,,699900,,,,,,,15115,1968,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
30 BONNELL LN,07869,Randolph,,2024-01-22,,,745000,,,,,,,15682,1985,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
81 MUSIKER AVE,07869,Randolph,,2024-01-24,,,935000,,,,,,,24829,1986,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
149 COMBS HOLLOW RD,07869,Randolph,,2024-01-25,,,600000,,,,,,,27007,1978,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
126 DOVER-CHESTER RD,07869,Randolph,,2024-01-30,,,532000,,,,,,,51836,1900,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
16 ORCHARD DR,07869,Randolph,,2024-02-02,,,950000,,,,,,,44867,1987,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
16 LAWRENCE RD,07869,Randolph,,2024-02-06,,,549513,,,,,,,45738,1947,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
51 CONCORD RD,07869,Randolph,,2024-02-07,,,790101,,,,,,,28750,1960,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
14 NINA PL,07869,Randolph,,2024-02-08,,,685000,,,,,,,25003,1984,,,,Residential,MORRIS,RANDOLPH TWP,2,,,nj_records,2026-07-11
