property_key,address,zip,town,spell,mls_id,list_date,first_seen,last_seen,first_list_price,last_list_price,observations,status,gone_on,price_changed,beds,baths,sqft,lot_sqft,year_built,property_type,lat,lon,url,photo,mls_status,days_on_mls,text
21|wedgewood|07045,21 Wedgewood Dr,07045,Montville,1,4023271,2026-04-26,2026-07-13,2026-07-17,929000,929000,4,active,,,3,3.5,,4356,1999,Townhouse,40.908519,-74.38474,https://www.realtor.com/realestateandhomes-detail/21-Wedgewood-Dr_Montville_NJ_07045_M64536-19692,https://ap.rdcpix.com/d199d04f1cac162e43064449b2519dd7l-m3665757063od-w480_h360_x2.webp?w=1080&q=75,PENDING,81,"A rare opportunity to own one of Longview's most sought-after and limited Devonshire II models, perfectly positioned for exceptional privacy and breathtaking views. This 3-bedroom, 3.5-bath home is designed for both comfortable living and elegant entertaining.Step inside to a stunning two-story foyer that sets an impressive tone. The main level features a large dining room, a generous living room, and a versatile den. The kitchen is appointed with stainless steel appliances and a convenient butler's pantry. Sliding doors from the living room and den open to an expansive wraparound deck, creating seamless indoor-outdoor living.Outdoor spaces are a standout, with a private deck off the primary bedroom and a separate patio off the kitchen perfect for grilling and casual dining.Two gas fireplaces add warmth and ambiance, while a whole-house fan helps keep cooling costs low.The lower level pr"
24||07045,24 Village Dr,07045,Montville,1,4036847,2026-06-25,2026-07-13,2026-07-17,699000,699000,4,active,,,2,2.5,2058,14810,1986,Condo,40.913658,-74.359581,https://www.realtor.com/realestateandhomes-detail/24-Village-Dr_Montville_NJ_07045_M91868-55599,https://ap.rdcpix.com/e63d36550a294d23d91461f9c6f3a78al-m686421947od-w480_h360_x2.webp?w=1080&q=75,PENDING,21,"Beautifully maintained, recently renovated townhome in one of Montville's most sought-after communities! This spacious floor plan features a versatile bonus room that offers the flexibility of a potential third bedroom, home office, or guest space. Enjoy the privacy of a secluded backyard, a unique feature within the community.The bright, open layout is perfect for everyday living and entertaining, complemented by a comfortable primary suite and a recently replaced HVAC system for added peace of mind. Enjoy resort-style amenities including a pool, newly renovated tennis and pickleball courts, clubhouse, fitness center, and beautifully maintained grounds. Conveniently located near shopping, dining, major highways, and NJ Transit, this home offers the perfect blend of modern updates, comfort, convenience, and lifestyle."
265|202|07045,265 Route 202,07045,Montville,1,26016268,2026-05-06,2026-07-13,2026-07-17,550000,550000,4,active,,,4,2.0,,,,Single Family,40.917375,-74.372789,https://www.realtor.com/realestateandhomes-detail/265-Route-202_Montville-Township_NJ_07045_M90431-40469,https://ap.rdcpix.com/5c649bb789e79243cebdbe0e317b24d1l-m148060041od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,71,"Welcome to 265 Route 202 a single-family home offering the perfect opportunity to bring your vision to life in one of Morris County's most sought-after communities. This property features a brand-new roof, giving you a solid foundation as you plan your updates and renovations. The home is ready for your enhancements and offers a great layout and footprint ideal for investors or buyers looking to create a custom space that suits their lifestyle. This is a unique chance to own in Montville Township at an attractive value. Located on a well-traveled stretch of Route 202, the property offers convenient access to shopping, dining, parks, schools, and major highways making it a smart choice for a variety of lifestyles and strong future resale potential. Don't miss the opportunity packed into this property schedule your showing today and explore what 265 Route 202 can become with the right visi"
265|rt202|07045,265 Rt # 202,07045,Montville,1,4025241,2026-05-04,2026-07-13,2026-07-17,550000,550000,4,active,,,4,2.0,,9583,,Single Family,40.917375,-74.372789,https://www.realtor.com/realestateandhomes-detail/265-Rt-202_Montville-Twp_NJ_07045_M92280-51729,https://ap.rdcpix.com/12b8f0b3303e59c931b5ca507a3afa2fl-m1915261909od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,73,"Welcome to 265 Route 202 a single-family home offering the perfect opportunity to bring your vision to life in one of Morris County's most sought-after communities. This property features a brand-new roof, giving you a solid foundation as you plan your updates and renovations. The home is ready for your enhancements and offers a great layout and footprint ideal for investors or buyers looking to create a custom space that suits their lifestyle. This is a unique chance to own in Montville Township at an attractive value. Located on a well-traveled stretch of Route 202, the property offers convenient access to shopping, dining, parks, schools, and major highways making it a smart choice for a variety of lifestyles and strong future resale potential. Don't miss the opportunity packed into this property schedule your showing today and explore what 265 Route 202 can become with the right visi"
27|cobblestone|07045,27 Cobblestone Ter,07045,Montville,1,4016070,2026-03-23,2026-07-13,2026-07-17,799000,799000,4,active,,,3,3.5,,14810,1995,Townhouse,40.913834,-74.351202,https://www.realtor.com/realestateandhomes-detail/27-Cobblestone-Ter_Montville_NJ_07045_M62436-97154,https://ap.rdcpix.com/5fbdfc3de9e8676f38e6e9409572d3d5l-m68300052od-w480_h360_x2.webp?w=1080&q=75,PENDING,115,"This beautifully updated 3 bedroom, 3.5 bath home offers modern upgrades, smart home features + exceptional indoor & outdoor living. The entire 1st floor has been thoughtfully renovated and features a stylish eat in kitchen with quartz countertops, Samsung Chef Collection appliances + 2 custom built in pantries. Hardwood floors run throughout the main level, and a gas fireplace with marble hearth anchors the living space.The 1st floor also includes a formal dining room, powder room, dedicated office/den and convenient laundry room. Upstairs, the 2nd level features newer carpeting throughout, custom built in closets in all 3 bedrooms and a fully renovated hall bath. The spacious primary suite offers beautiful views, stunning sunsets + a large walk in closet. The fully finished walkout basement expands the living space and has a full bath, patio access and a separate room ideal for an offi"
29|schneider|07045,29 Schneider Ln,07045,Montville,1,4018203,2026-04-02,2026-07-13,2026-07-17,199000,199000,4,active,,,,,,93654,,Land,40.910137,-74.368178,https://www.realtor.com/realestateandhomes-detail/29-Schneider-Ln_Montville_NJ_07045_M68362-15915,https://ap.rdcpix.com/299d1ea8be56961710c02adfbb352a48l-m84534101od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,105,"Discover the perfect canvas for your custom home on this beautiful, wooded lot nestled along a peaceful cul-de-sac. Located in a thoughtfully planned subdivision surrounded by high-end residences, this property offers privacy, serenity, and timeless appeal. All utilities are on-site including public water and sewer. Enjoy easy access to major highways while relishing the quiet charm of this highly desirable neighborhood. A rare opportunity to build in one of the area's most desirable communities! Buyer must conduct their own due diligence."
2|glen|07045,2 Glen Ter,07045,Montville,1,4031106,2026-05-31,2026-07-13,2026-07-17,848000,848000,4,active,,,3,3.0,,22216,1973,Single Family,40.938903,-74.370895,https://www.realtor.com/realestateandhomes-detail/2-Glen-Ter_Montville_NJ_07045_M61888-14051,https://ap.rdcpix.com/7b6cf9899924cca5b938573c0e992e1bl-m3414413634od-w480_h360_x2.webp?w=1080&q=75,PENDING,46,"Amazing fully updated bi-level in the highly sought-after Lake Valhalla neighborhood, offering beautiful water views and pristine, move-in-ready condition. This meticulously maintained 3-bedroom home features 2,116 sq. ft. of thoughtfully designed living space, gleaming hardwood floors, Andersen windows, a 16kW whole-house backup generator, and an underground sprinkler system.The entry Foyer features a Schonbek Chandelier with Swarovski Strass crystals that is attached to a winch for easy cleaning.The stunning center-island kitchen boasts granite countertops, stainless steel appliances, and ample space for cooking and entertaining. The spacious family room offers walkout access to a private patio overlooking a babbling brook, creating a peaceful retreat. Warm and inviting wood burning fireplaces in the living room and family room.The lower level features its own full bath, outside entran"
33|waterford|07045,33 Waterford Dr,07045,Montville,1,4024460,2026-04-30,2026-07-13,2026-07-17,740000,740000,4,active,,,3,2.5,,4356,1995,Condo,40.906719,-74.3799,https://www.realtor.com/realestateandhomes-detail/33-Waterford-Dr_Montville_NJ_07045_M56316-68767,https://ap.rdcpix.com/0df4adf2f729d3626d7de88b64980a34l-m1877035204od-w480_h360_x2.webp?w=1080&q=75,PENDING,77,"Experience Luxury living in this 3 Bedroom Metropolitan model in a premium location in the much sought after Townhome community of Longview. The first floor Primary Suite features a large en suite Bathroom with a Whirlpool tub, separate shower and double vanity, there is also a large walk in organized closet. Main level has soaring ceilings, large windows to let in the light, Gleaming Hardwood floors, Living room has Wood burning FPL, Separate Dining Room and updated Kitchen with S/S appliances and Granite counter tops, Siders to brick patio for outdoor entertaining overlooking a private ,park like backyard. Upstairs is a spacious Loft/ Family room, 2 large Bedrooms with Hardwood floors and Full bath. Recessed lights throughout,Updated HVAC System. Enjoy the amenities that Longview has to offer, Olympic sized pool , fitness center, clubhouse with kitchen facilities, and tennis courts., I"
34|horseneck|07045,34 Horseneck Rd,07045,Montville,1,4015445,2026-03-19,2026-07-13,2026-07-17,1200000,1200000,4,active,,,4,2.5,3400,112385,2026,Single Family,40.888073,-74.345276,https://www.realtor.com/realestateandhomes-detail/34-Horseneck-Rd_Montville_NJ_07045_M52583-87070,https://ap.rdcpix.com/8d59e67296f77f3d21efe93f30b4e82cl-m3339361531od-w480_h360_x2.webp?w=1080&q=75,PENDING,119,"BRAND-NEW CONSTRUCTION! THIS BEAUTIFULLY POSITIONED COLONIAL IS SITUATED ON OVER 2.5 ACRES, SET BACK APPROXIMATELY 170 FEET FROM THE ROAD. A DRAMATIC TWO-STORY FOYER WELCOMES YOU TO AN OPEN, LIGHT-FILLED LAYOUT FEATURING 9-FOOT CEILINGS ON THE MAIN LEVEL, HARDWOOD FLOORS THROUGHOUT, RECESSED LED LIGHTING, AND CENTRAL AIR FOR YEAR-ROUND COMFORT. AT THE HEART OF THE HOME, THE DESIGNER EAT-IN KITCHEN IS MADE FOR GATHERING AND ENTERTAINING, COMPLETE WITH QUARTZ COUNTERTOPS, AN OVERSIZED CENTER ISLAND, STAINLESS STEEL APPLIANCES, AND A STYLISH TILED BACKSPLASH. THE KITCHEN FLOWS SEAMLESSLY INTO THE MAIN LIVING AREAS, TO INCLUDE A SPACIOUS LIVING ROOM WITH COZY GAS FIREPLACE ADJOINING A LARGE FAMILY ROOM, CREATING AN IDEAL SPACE FOR EVERYDAY LIVING. UPSTAIRS, THE PRIMARY SUITE FEATURES A TRAY CEILING, A SPACIOUS WALK-IN CLOSET, AND A SPA-INSPIRED BATH FEATURING A DOUBLE VANITY AND A BEAUTIFULL"
34|kanouse|07045,34 Kanouse Ln,07045,Montville,1,26026119,2026-07-12,2026-07-13,2026-07-17,1999000,1999000,4,active,,,6,5.0,,,,Single Family,40.91103,-74.37372,https://www.realtor.com/realestateandhomes-detail/34-Kanouse-Ln_Montville_NJ_07045_M57279-43847,https://ap.rdcpix.com/aa5bc5e536f691e72d05d184c61e08a9l-m1767793381od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,5,"Nestled on over an acre of private, beautifully landscaped grounds, 34 Kanouse Lane in Montville presents a stunning Colonial that blends timeless architecture with modern luxury. Built in 2005, this expansive residence offers 6 bedrooms, 4 full baths, and 2 half baths, delivering exceptional space and refined living throughout.A grand two-story foyer welcomes you into a thoughtfully designed layout featuring formal living and dining rooms ideal for entertaining. The gourmet kitchen is the heart of the home, complete with abundant cabinetry, center island, premium appliances, and a sunlit breakfast area overlooking serene wooded surroundings. The kitchen flows seamlessly into a spacious family room with fireplace, creating an inviting setting for gatherings.The upper level boasts generously sized bedrooms, including a luxurious primary suite with a spa-inspired bath and ample closet spac"
35|miller|07045,35 Millers Ln,07045,Montville,1,4039571,2026-07-09,2026-07-13,2026-07-17,335000,335000,4,active,,,,,,49658,,Land,40.906674,-74.36769,https://www.realtor.com/realestateandhomes-detail/35-Millers-Ln_Montville_NJ_07045_M99219-66135,https://ap.rdcpix.com/789baa5ba59b1d187a52f2e81ad2b927l-m2151224882od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,7,"Location & Opportunity! Rare opportunity in one of Montville Township's most desirable neighborhoods! This beautiful 1.4 acre vacant lot on sought-after Millers Lane offers the location, setting, and potential that land buyers wait years for. Surrounded by established homes on a quiet, picturesque street, this parcel delivers the best of Montville living top-rated schools, charming small-town character, and an easy commute with quick access to Routes 202, 287, and NJ Transit. Bring your builder and your vision: with new construction opportunities in Montville increasingly scarce, this is a chance to create something exceptional in a premier location at a compelling price. Lot is being sold as-is; no plans, approvals, or surveys are included. Buyer is responsible for all due diligence, including municipal, county, and NJDEP investigations, approvals, and permits. Opportunities like this i"
35|passaicvalley|07045,35 Passaic Valley Rd,07045,Montville,1,26004491,2026-02-10,2026-07-13,2026-07-17,498000,498000,4,active,,,,,,,,Land,40.901687,-74.358935,https://www.realtor.com/realestateandhomes-detail/35-Passaic-Valley-Rd_Montville_NJ_07045_M57631-37080,https://ap.rdcpix.com/b766199d616247730c3d43d2208b38f6l-m923827440od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,156,"Set within the prestigious area of Montville, this remarkable 1.7-acre offering presents an exceptional opportunity to craft a bespoke residence of distinction. Framed by natural beauty and an atmosphere of exclusivity, the land provides a pristine canvas for a refined architectural vision. Enjoy the added advantage of an excellent school system, along with close proximity to acclaimed restaurants, shopping, major highways, and convenient NYC transportation. Offering the perfect balance of privacy and accessibility, this is a rare chance to create an elegant retreat tailored to modern luxury living."
36|underwood|07045,36 Underwood Rd,07045,Montville,1,4032834,2026-06-08,2026-07-13,2026-07-17,995000,995000,4,active,,,4,3.0,,33106,1966,Single Family,40.892595,-74.348619,https://www.realtor.com/realestateandhomes-detail/36-Underwood-Rd_Montville_NJ_07045_M57231-67692,https://ap.rdcpix.com/f53c3ed11cb1be52f0f49c48523b033bl-m4056132224od-w480_h360_x2.webp?w=1080&q=75,PENDING,38,"Nestled on a beautiful, park-like .76-acre property in one of Montville's most desirable neighborhoods, this warm and inviting Split offers the perfect blend of comfort, space, and charm. The moment you arrive, you'll appreciate the peaceful setting, mature landscaping, and sense of privacy that make this home truly special. Featuring 4 spacious Bedrooms, 2 FBs, and 2 HBs, this home offers plenty of room for both everyday living and entertaining. Natural light fills the home, creating a welcoming atmosphere throughout, while the thoughtful designed floor plan allows for easy customization and future expansion. Whether you're hosting holidays or special occasions, enjoying cozy evenings by the fire, or entertaining guests, the generous layout offers comfort and relaxation, making it ideal to accommodate large gatherings. Step outside onto a 1000 sq. ft. patio and discover a backyard setti"
3|freedom|07045,3 Freedom Ct,07045,Montville,1,4026920,2026-05-12,2026-07-13,2026-07-17,647560,647560,4,active,,,2,2.5,,13504,1993,Condo,40.879715,-74.367101,https://www.realtor.com/realestateandhomes-detail/3-Freedom-Ct_Montville_NJ_07045_M66361-54424,https://ap.rdcpix.com/ae05fd1b8432ee37271704351fb689ccl-m3174682596od-w480_h360_x2.webp?w=1080&q=75,PENDING,65,"Welcome to this beautifully updated 2 bedroom, 2.5-bath townhouse in highly desirable Montville Township. Step inside to an inviting open-concept layout designed for everyday living & effortless entertaining. The updated kitchen features quartz countertops, center island, SS appliances, & abundant cabinet space, all flowing seamlessly into the dining area & welcoming living room with a cozy wood-burning fireplace, the perfect setting for relaxing evenings or hosting friends. A versatile 1st floor den provides endless possibilities as a home office, guest room, or additional living space & opens directly to a spacious wood deck overlooking expansive green space & beautifully maintained common grounds. Whether you're enjoying morning coffee, summer barbecues, or peaceful evenings outdoors, this setting offers exceptional privacy & room to relax. Upstairs, two generously sized bedrooms feat"
3|midland|07045,3 Midland Rd,07045,Montville,1,4033799,2026-06-11,2026-07-13,2026-07-17,599900,599900,4,active,,,3,1.5,,20038,1980,Single Family,40.908734,-74.367,https://www.realtor.com/realestateandhomes-detail/3-Midland-Rd_Montville_NJ_07045_M64030-93220,https://ap.rdcpix.com/003b219ed06dad7e6a21559d8167b009l-m1755133038od-w480_h360_x2.webp?w=1080&q=75,PENDING,35,"Don't miss this incredible opportunity in highly sought-after Montville! Located on a quiet dead-end street, this well-maintained 3-bedroom ranch offers numerous recent updates and true move-in-ready convenience. The entire home has been freshly painted and features new interior doors throughout. Major improvements include a new AC system, updated electrical, and a brand-new dishwasher. The washer, dryer, and refrigerator were all purchased within the last 6 months, adding even more value and peace of mind. Outside, the home has been freshly power washed and also features a huge storage shed for added functionality. An added bonus for future possibilities: water & gas hookup is available in the street. Whether you're a first-time buyer, downsizing, or looking for a great investment opportunity, this home checks all the boxes with top-rated school systems and an easy commute to NYC."
40|horseneck|07045,40 Horseneck Rd,07045,Montville,1,4027918,2026-05-15,2026-07-13,2026-07-17,1129000,1129000,4,active,,,4,2.5,4128,38768,2002,Single Family,40.887836,-74.347715,https://www.realtor.com/realestateandhomes-detail/40-Horseneck-Rd_Montville_NJ_07045_M58662-37759,https://ap.rdcpix.com/da3b671bcbb9807b71b7168fd73a313cl-m3921189056od-w480_h360_x2.webp?w=1080&q=75,PENDING,62,"Welcome to this beautifully updated Colonial offering space, style, & modernized upgrades throughout. A newly paver walkway leads from the front door to an oversized driveway & three-car garage, setting the tone for what's inside. This home features a brand-new custom kitchen with stainless steel appliances, fresh paint throughout, gleaming hardwood floors (brand new HW in bedrooms), a new roof, new ADT security system, new furnace, and newly updated central air (both units new). A welcoming foyer greets you as you walk through the front door & leads into a spacious living room & versatile family room or study with a wood-burning fireplace & stunning custom built-in bookshelves complete w/ a rolling ladder. A powder room & formal dining area complete the main level.Upstairs features four generously sized bedrooms, including a primary suite w/ two walk-in closets & a private bath w/ a jet"
46|103|07045,46 Village Dr Unit 103,07045,Montville,1,26025250,2026-07-07,2026-07-13,2026-07-17,688800,688800,4,active,,,3,2.5,,,,Condo,40.91344,-74.355506,https://www.realtor.com/realestateandhomes-detail/46-Village-Dr-103_Montville_NJ_07045_M53384-00380,https://ap.rdcpix.com/1431906139bea29e02c63f2a2613a33cl-m1132610141od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,9,"Nothing to do but move right into this beautifully updated 3-bedroom, 2.1-bath townhouse in sought-after Changebridge at Montville. Ideally positioned in one of the community's most desirable locations, this home offers a private backyard setting and an extra-long driveway with parking for multiple vehicles a rare and valuable feature. A gracious two-story foyer with welcomes you into this light-filled home featuring custom millwork, decorator-neutral finishes and numerous updates throughout. The updated kitchen offers granite countertops, stainless steel appliances, and abundant cabinetry. The living room, highlighted by a gas fireplace, flows seamlessly into the dining room, creating an open, inviting floor plan.Overlooking the private backyard with walls of windows, the living room and dining room are light and bright. A first-floor bedroom/den with a closet provides flexibility as a "
46||07045,46 Village Dr,07045,Montville,1,4038553,2026-07-06,2026-07-13,2026-07-17,688800,688800,4,active,,,3,2.5,,14810,1987,Condo,40.913448,-74.355507,https://www.realtor.com/realestateandhomes-detail/46-Village-Dr_Montville_NJ_07045_M95480-99994,https://ap.rdcpix.com/92c6e1f1dc766f488e77667f17e61d8dl-m2210568596od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,10,"Nothing to do but move right into this beautifully updated 3-bedroom, 2.1-bath townhouse in sought-after Changebridge at Montville. Ideally positioned in one of the community's most desirable locations, this home offers a private backyard setting and an extra-long driveway with parking for multiple vehicles a rare and valuable feature. A gracious two-story foyer with welcomes you into this light-filled home featuring custom millwork, decorator-neutral finishes and numerous updates throughout. The updated kitchen offers granite countertops, stainless steel appliances, and abundant cabinetry. The living room, highlighted by a gas fireplace, flows seamlessly into the dining room, creating an open, inviting floor plan.Overlooking the private backyard with walls of windows, the living room and dining room are light and bright. A first-floor bedroom/den with a closet provides flexibility as a "
50|rockledge|07045,50 Rockledge Rd,07045,Montville,1,26024126,2026-06-26,2026-07-13,2026-07-17,828000,828000,4,active,,,4,2.5,,,,Single Family,40.936483,-74.378566,https://www.realtor.com/realestateandhomes-detail/50-Rockledge-Rd_Montville_NJ_07045_M69541-47677,https://ap.rdcpix.com/b5d6c6a8662bb8cb037fb334b6e637e1l-m2246742016od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,20,"Nestled in the highly desirable Lake Valhalla section of Montville, this beautifully maintained 4 bedroom home offers the perfect blend of privacy, comfort, and community. Set on a picturesque property surrounded by mature trees, this home enjoys a peaceful setting with a private backyard featuring a patio ideal for outdoor dining, entertaining, or simply relaxing in nature.Inside, you'll find hardwood floors, spacious living areas, and a thoughtfully designed layout that accommodates both everyday living and special gatherings. The first floor primary bedroom and bath accentuate the ease of living. The fully finished basement provides abundant additional living space, perfect for a recreation room, home office, gym, or media area. A two-car garage adds convenience and ample storage. Full house generator. Lake Valhalla residents enjoy access to a vibrant lake community offering swimming,"
59|gabriel|07045,59 Gabriel Dr,07045,Montville,1,4033249,2026-06-09,2026-07-13,2026-07-17,679900,679900,4,active,,,3,2.5,,1742,1987,Townhouse,40.886038,-74.363395,https://www.realtor.com/realestateandhomes-detail/59-Gabriel-Dr_Montville_NJ_07045_M54258-71375,https://ap.rdcpix.com/85b847dc9343a0987b75e7769ad0171cl-m435764084od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,1,"Welcome to our beautiful, move right in 3 bedroom townhome with a full finished basement in a most fantastic sought-after community of Montville, known as ""Brandywyne"" Upon entering this outstanding home one falls in love with a warm and inviting feeling. The kitchen has stainless steel appliances, a sunken farmers sink, abundant cabinet space; all flowing into a bright and cheerful breakfast area. The powder room has a newer sink and toilet and the huge 21' X 19' finished basement is perfect for entertaining with a built-in bar, recessed lighting and a wall of storage cabinets. This outstanding home also features a newer roof and siding, custom blinds, upstairs loft, dual sinks in the main bath, sliding doors that lead out to the large deck and private back yard. This truly is a remarkable home in an unbeatable location which has access to shopping, dining, major highways, fantastic sch"
72|hookmountain|07045,72B Hook Mountain Rd,07045,Montville,1,4029191,2026-05-21,2026-07-13,2026-07-17,1949000,1949000,4,active,,,4,4.5,,262231,2010,Single Family,40.872714,-74.338503,https://www.realtor.com/realestateandhomes-detail/72B-Hook-Mountain-Rd_Montville_NJ_07045_M57019-06233,https://ap.rdcpix.com/4701e918dcde5acc3e5a5865e069c1e2l-m1517548380od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,56,"An exceptional 4 bed, 4.5 bath colonial on 6 acres of private landscaped grounds. Luxury living at its best. Enter through the circular driveway featuring a water fountain. The elegant 2 story foyer opens to a living room & formal dining room with vaulted ceilings, wood floors & lots of natural light. Chef's kitchen with vaulted ceilings, oversized center island, stainless appliances, wine fridge & dedicated office space. This home is made for entertaining, the kitchen opens to a breakfast room with doors to the private large deck & backyard. A sunny family room, garage entrance with drop zone, a separate pantry & powder room complete this floor. Second floor features a spacious primary suite, vaulted ceilings, walk-in closet and ensuite bath. Second ensuite bedroom with bath, walk in closet, 2 more good sized bedrooms, a hall bath, laundry room & stairs to attic on this level. The basem"
7|river|07045,7 River Rd,07045,Montville,1,4025278,2026-05-05,2026-07-13,2026-07-17,449900,449900,4,active,,,5,4.0,,21344,1923,Single Family,40.914412,-74.378055,https://www.realtor.com/realestateandhomes-detail/7-River-Rd_Montville_NJ_07045_M63452-93743,https://ap.rdcpix.com/d8ba708008b7bdc39b0c0d898b3bd30al-m928448956od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,72,"WELCOME TO YOUR OPPORTUNITY TO OWN A PIECE OF MONTVILLE'S PRESTIGIOUS REAL ESTATE! Situated in the heart of desirable Montville, this property benefits from an unbeatable location. Enjoy the tranquility of suburban living while being just minutes away from top-rated schools, shopping centers, dining options, and major highways. Whether you want to continue the current project or start from scratch, it's a perfect canvas to bring your personal style and creativity to life. The true gem of this property is its expansive 0.49-acre lot. There are 2 Buildings on the property: Main House and Guest House. Whether you're an investor/builder looking for a prime piece of real estate to build a dream home or a homeowner with a vision, the value here lies in the land. IMAGINE THE POSSIBILITIES CREATING YOUR OWN PRIVATE OASIS!!"
81|gabriel|07045,81 Gabriel Dr,07045,Montville,1,4039161,2026-07-08,2026-07-13,2026-07-17,679000,679000,4,active,,,3,3.0,2483,2178,1986,Condo,40.885991,-74.36467,https://www.realtor.com/realestateandhomes-detail/81-Gabriel-Dr_Montville_NJ_07045_M52250-83699,https://ap.rdcpix.com/7fc93f5e95661d861b9c70519e075b7al-m506286421od-w480_h360_x2.webp?w=1080&q=75,PENDING,8,"Located in the desirable Brandywyne community in the heart of Montville, this spacious, sun-filled 3-bedroom with 2 full and 2 half baths end-unit townhome offers comfort, style, and an exceptional location. The updated eat-in kitchen boasts granite countertops, stainless steel appliances, and a designer tile backsplash. Bamboo hardwood floors flow throughout the main level, which includes a generous living room with a wood-burning fireplace, formal dining room with soaring ceilings and comfortable family room. Sliding glass doors from the kitchen lead to a private deck, perfect for relaxing or entertaining.Upstairs are three oversized bedrooms, including a spacious primary suite with an enormous walk-in closet and a beautifully renovated en-suite bath with a double vanity, stall shower and luxurious jetted tub. The additional full bath has also been tastefully updated. The finished base"
8|edward|07045,8 Edward Cir,07045,Montville,1,4029666,2026-05-23,2026-07-13,2026-07-13,799000,799000,1,gone,2026-07-16,,,,,,,,,,,,,,
99|genoble|07045,99 Genoble Rd,07045,Montville,1,4021267,2026-04-16,2026-07-13,2026-07-17,524900,524900,4,active,,,3,2.0,1700,4356,1994,Condo,40.902734,-74.365367,https://www.realtor.com/realestateandhomes-detail/99-Genoble-Rd_Montville_NJ_07045_M66123-22746,https://ap.rdcpix.com/1fec783f5fc4494daeefd1549cdc5cd7l-m981428593od-w480_h360_x2.webp?w=1080&q=75,PENDING,91,"This beautifully maintained 3-bedroom, 2-bath condo offers comfort and style throughout, featuring private balconies off both the third and primary bedrooms. The spacious living room showcases stunning cathedral ceilings, recessed lighting, and a cozy wood-burning fireplace. Enjoy the convenience of an in-unit washer and dryer, while the primary suite includes a walk-in closet and a private en-suite bath. Residents have access to a vibrant clubhouse with premium amenities, including an in-ground pool, tennis and pickleball courts, private party hosting area, and an outdoor track. Don't miss your chance to own in this highly desirable community!"
9|fox|07045,9 Fox Rd,07045,Montville,1,4038169,2026-07-02,2026-07-13,2026-07-17,1000000,1000000,4,active,,,5,4.0,3200,39640,1972,Single Family,40.924726,-74.376627,https://www.realtor.com/realestateandhomes-detail/9-Fox-Rd_Montville_NJ_07045_M66254-37393,https://ap.rdcpix.com/af6f81f9d826a356294ddeff241a102fl-m1271659323od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,14,"** Great property location at Corner Lot from Cul-De-Sac and easy access to Lake Valhalla! Full brick house with south faced bright rooms! ** 2013 Full Renovation, with new Eat-In Kitchen (w/ stone countertops, new appliances), Bathrooms, Laundry, Hardwood flooring, Patio w/ Sliding doors, fresh paint throughout...etc. ** 2013 Complete Landscaping, including new lawn w/ sprinkler system, Patio, Driveway, Gravels all around the house, Trees, Bushes, Flower bedding...etc. ** 2021 New Roofing (5/2/2021) w/ 50yrs Material Warranty & 25yrs Workmanship Warranty, 20yrs for New Gutters, 10yrs for New Skylight (Valid Warranty Certificate & Signed Contract copy available). ** Excellent schools from Elementary, Middle & High School. ** Very convenient access to I-278, US-202, US-46, I-80."
9|pennbrook|07045,9 Pennbrook Ct,07045,Montville,1,4025319,2026-05-05,2026-07-13,2026-07-17,2400000,2400000,4,active,,,4,4.5,,119790,2001,Single Family,,,https://www.realtor.com/realestateandhomes-detail/9-Pennbrook-Ct_Montville-Twp_NJ_07045_M68988-49907,https://ap.rdcpix.com/a6b21d3766e48432118f15bf53af0822l-m2608818554od-w480_h360_x2.webp?w=1080&q=75,PENDING,72,"Welcome to Bear Rock Estates, where luxury, lifestyle, and location converge on 2.75 acres of lush, professionally landscaped grounds; an exceptional private retreat designed for elevated living and effortless entertaining. A grand two story foyer sets the tone, leading to a custom chef's kitchen with high end appliances, an expansive center island, a cozy breakfast nook, and a walk-in pantry. The kitchen flows seamlessly into the great room, anchored by a stunning double sided gas stone fireplace, and complemented by formal living and dining rooms, plus a private office. The first floor primary suite is a sanctuary, featuring a sitting area, spa like en suite bath, and a generous walk-in closet. Upstairs offers four beds three w walk-in closets two full baths, and a spacious finished playroom. The lower level is an entertainer's dream, complete with a custom wine cellar, wet bar, open c"
